"","X","pmid","title","publicationyear","MR","surname","given_name","author_code","gender","affil_main","affil_cat","author_position","last_position","first_position","max","RCR","cit","jif"
"2116",2116,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"hsueh","po-ren",146123,"male","Taiwan","High",35,0,0,46,8.17,122,25.455
"2117",2117,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"narayanan","sujatha",512721,"female","India","Lower",36,0,0,46,8.17,122,25.455
"2118",2118,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"pym","alexander s.",155134,"male","South Africa","Upper middle",37,0,0,46,8.17,122,25.455
"2119",2119,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"skrahina","alena",30726,"female","Belarus","Upper middle",38,0,0,46,8.17,122,25.455
"2120",2120,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"swaminathan","soumya",513727,"female","India","Lower",39,0,0,46,8.17,122,25.455
"2121",2121,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"van der walt","martie",14728,"female","South Africa","Upper middle",40,0,0,46,8.17,122,25.455
"2122",2122,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"alland","david",29704,"male","United States","High",41,0,0,46,8.17,122,25.455
"2123",2123,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"bishai","william r.",269707,"male","United States","High",42,0,0,46,8.17,122,25.455
"2124",2124,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"cohen","ted",245233,"male","United States","High",43,0,0,46,8.17,122,25.455
"2125",2125,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"hoffner","sven",382674,"male","Sweden","High",44,0,0,46,8.17,122,25.455
"2126",2126,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"birren","bruce w.",448604,"male","United States","High",45,0,0,46,8.17,122,25.455
"2127",2127,28092681,"Genomic analysis of globally diverse Mycobacterium tuberculosis strains provides insights into the emergence and spread of multidrug resistance",2017,1,"earl","ashlee m.",449606,"female","United States","High",46,1,0,46,8.17,122,25.455
"2128",2128,28102610,"Outcomes of HIV-positive patients lost to follow-up in African treatment programmes",2017,9,"zurcher","kathrin",46556,"female","Switzerland","High",1,0,1,7,5.71,62,2.423
"2129",2129,28102610,"Outcomes of HIV-positive patients lost to follow-up in African treatment programmes",2017,9,"mooser","anne",7734,"female","Switzerland","High",2,0,0,7,5.71,62,2.423
"2130",2130,28102610,"Outcomes of HIV-positive patients lost to follow-up in African treatment programmes",2017,9,"anderegg","nanina",515732,"female","Switzerland","High",3,0,0,7,5.71,62,2.423
"2131",2131,28102610,"Outcomes of HIV-positive patients lost to follow-up in African treatment programmes",2017,9,"tymejczyk","olga",487735,"female","United States","High",4,0,0,7,5.71,62,2.423
"2132",2132,28102610,"Outcomes of HIV-positive patients lost to follow-up in African treatment programmes",2017,9,"couvillon","margaret j.",37733,"female","Switzerland","High",5,0,0,7,5.71,62,2.423
"2133",2133,28102610,"Outcomes of HIV-positive patients lost to follow-up in African treatment programmes",2017,9,"nash","denis",109195,"male","United States","High",6,0,0,7,5.71,62,2.423
"2134",2134,28102610,"Outcomes of HIV-positive patients lost to follow-up in African treatment programmes",2017,9,"egger","matthias",138,"male","Switzerland","High",7,1,0,7,5.71,62,2.423
"2135",2135,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"vinikoor","michael j.",89479,"male","Zambia","Lower",1,0,1,11,1.65,23,9.055
"2136",2136,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"sinkala","edford",468646,"male","Zambia","Lower",2,0,0,11,1.65,23,9.055
"2137",2137,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"chilengi","roma",462632,"male","Zambia","Lower",3,0,0,11,1.65,23,9.055
"2138",2138,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"mulenga","lloyd b.",326361,"male","Zambia","Lower",4,0,0,11,1.65,23,9.055
"2139",2139,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"chi","benjamin h.",294305,"male","United States","High",5,0,0,11,1.65,23,9.055
"2140",2140,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"zyambo","zude",149126,"male","Zambia","Lower",6,0,0,11,1.65,23,9.055
"2141",2141,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"hoffmann","christopher j.",16382,"male","United States","High",7,0,0,11,1.65,23,9.055
"2142",2142,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"saag","michael s.",89494,"male","United States","High",8,0,0,11,1.65,23,9.055
"2143",2143,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"davies","mary-ann",5236,"female","South Africa","Upper middle",9,0,0,11,1.65,23,9.055
"2144",2144,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"egger","matthias",138,"male","Switzerland","High",10,0,0,11,1.65,23,9.055
"2145",2145,28158504,"Impact of Antiretroviral Therapy on Liver Fibrosis among Human Immunodeficiency Virus-Infected Adults with and Without HBV Coinfection in Zambia",2017,0,"wandeler","gilles",237339,"male","Switzerland","High",11,1,0,11,1.65,23,9.055
"2146",2146,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"fortuin-de smidt","melony",516736,"female","South Africa","Upper middle",1,0,1,9,0.31,4,2.776
"2147",2147,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"de waal","renea",150127,"female","South Africa","Upper middle",2,0,0,9,0.31,4,2.776
"2148",2148,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"cohen","karen",244233,"female","South Africa","Upper middle",3,0,0,9,0.31,4,2.776
"2149",2149,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"technau","karl",14274,"male","South Africa","Upper middle",4,0,0,9,0.31,4,2.776
"2150",2150,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"stinson","kathryn",46542,"female","South Africa","Upper middle",5,0,0,9,0.31,4,2.776
"2151",2151,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"maartens","gary",54459,"male","South Africa","Upper middle",6,0,0,9,0.31,4,2.776
"2152",2152,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"boulle","andrew",522,"male","South Africa","Upper middle",7,0,0,9,0.31,4,2.776
"2153",2153,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"igumbor","ehimario u.",151128,"male","South Africa","Upper middle",8,0,0,9,0.31,4,2.776
"2154",2154,28192529,"First-line antiretroviral drug discontinuations in children",2017,0,"davies","mary-ann",5236,"female","South Africa","Upper middle",9,1,0,9,0.31,4,2.776
"2155",2155,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"carlucci","james g.",20738,"male","United States","High",1,0,1,14,1.36,16,3.863
"2156",2156,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"blevins peratikos","meridith",402508,"female","United States","High",2,0,0,14,1.36,16,3.863
"2157",2157,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"kipp","aaron m.",517739,"male","United States","High",3,0,0,14,1.36,16,3.863
"2158",2158,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"lindegren","mary l.",54512,"female","United States","High",4,0,0,14,1.36,16,3.863
"2159",2159,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"du","quy t.",10787,"male","Viet Nam","Lower",5,0,0,14,1.36,16,3.863
"2160",2160,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"renner","lorna",6447,"female","Ghana","Lower",6,0,0,14,1.36,16,3.863
"2161",2161,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"reubenson","gary",54446,"male","South Africa","Upper middle",7,0,0,14,1.36,16,3.863
"2162",2162,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"ssali","john",282741,"male","Uganda","Lower",8,0,0,14,1.36,16,3.863
"2163",2163,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"yotebieng","marcel",324516,"male","United States","High",9,0,0,14,1.36,16,3.863
"2164",2164,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"mandalakas","anna m.",7562,"female","United States","High",10,0,0,14,1.36,16,3.863
"2165",2165,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"davies","mary-ann",5236,"female","South Africa","Upper middle",11,0,0,14,1.36,16,3.863
"2166",2166,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"ballif","marie",1483,"female","Switzerland","High",12,0,0,14,1.36,16,3.863
"2167",2167,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"fenner","lukas",347,"male","Switzerland","High",13,0,0,14,1.36,16,3.863
"2168",2168,28234689,"Tuberculosis Treatment Outcomes among HIV/TB-Coinfected Children in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Network",2017,1,"pettit","april c.",518740,"female","United States","High",14,1,0,14,1.36,16,3.863
"2169",2169,28296798,"All-cause mortality in HIV-positive adults starting combination antiretroviral therapy: Correcting for loss to follow-up",2017,1,"anderegg","nanina",515732,"female","Switzerland","High",1,0,1,10,1.21,16,4.499
"2170",2170,28296798,"All-cause mortality in HIV-positive adults starting combination antiretroviral therapy: Correcting for loss to follow-up",2017,1,"johnson","leigh f.",333375,"male","South Africa","Upper middle",2,0,0,10,1.21,16,4.499
"2171",2171,28296798,"All-cause mortality in HIV-positive adults starting combination antiretroviral therapy: Correcting for loss to follow-up",2017,1,"zaniewski","elizabeth",59742,"female","Switzerland","High",3,0,0,10,1.21,16,4.499
"2172",2172,28296798,"All-cause mortality in HIV-positive adults starting combination antiretroviral therapy: Correcting for loss to follow-up",2017,1,"althoff","keri n.",278495,"female","United States","High",4,0,0,10,1.21,16,4.499
"2173",2173,28296798,"All-cause mortality in HIV-positive adults starting combination antiretroviral therapy: Correcting for loss to follow-up",2017,1,"balestre","eric",232220,"male","France","High",5,0,0,10,1.21,16,4.499
